"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","2016","2017","2018","2019"
"Topoisomerase 1 inhibition suppresses inflammatory genes and protects from death by inflammation","Rialdi, Alex; Campisi, Laura; Zhao, Nan; Lagda, Arvin Cesar; Pietzsch, Colette; Ho, Jessica Sook Yuin; Martinez-Gil, Luis; Fenouil, Romain; Chen, Xiaoting; Edwards, Megan; Metreveli, Giorgi; Jordan, Stefan; Peralta, Zuleyma; Munoz-Fontela, Cesar; Bouvier, Nicole; Merad, Miriam; Jin, Jian; Weirauch, Matthew; Heinz, Sven; Benner, Chris; Van Bakel, Harm; Basler, Christopher; Garcia-Sastre, Adolfo; Bukreyev, Alexander; Marazzi, Ivan",NA,NA,NA,"SCIENCE","MAY 27 2016","2016","352","6289",NA,NA,NA,NA,NA,"aad7993","10.1126/science.aad7993",NA,NA,"41","10.25",9,16,13,3
"Slow waves, sharp waves, ripples, and REM in sleeping dragons","Shein-Idelson, Mark; Ondracek, Janie M.; Liaw, Hua-Peng; Reiter, Sam; Laurent, Gilles",NA,NA,NA,"SCIENCE","APR 29 2016","2016","352","6285",NA,NA,NA,"590","595",NA,"10.1126/science.aaf3621",NA,NA,"41","10.25",5,21,9,6
"A 17-billion-solar-mass black hole in a group galaxy with a diffuse core","Thomas, Jens; Ma, Chung-Pei; McConnell, Nicholas J.; Greene, Jenny E.; Blakeslee, John P.; Janish, Ryan",NA,NA,NA,"NATURE","APR 21 2016","2016","532","7599",NA,NA,NA,"340","+",NA,"10.1038/nature17197",NA,NA,"41","10.25",5,18,13,5
"Lypd8 promotes the segregation of flagellated microbiota and colonic epithelia","Okumura, Ryu; Kurakawa, Takashi; Nakano, Takashi; Kayama, Hisako; Kinoshita, Makoto; Motooka, Daisuke; Gotoh, Kazuyoshi; Kimura, Taishi; Kamiyama, Naganori; Kusu, Takashi; Ueda, Yoshiyasu; Wu, Hong; Iijima, Hideki; Barman, Soumik; Osawa, Hideki; Matsuno, Hiroshi; Nishimura, Junichi; Ohba, Yusuke; Nakamura, Shota; Iida, Tetsuya; Yamamoto, Masahiro; Umemoto, Eiji; Sano, Koichi; Takeda, Kiyoshi",NA,NA,NA,"NATURE","APR 7 2016","2016","532","7597",NA,NA,NA,"117","+",NA,"10.1038/nature17406",NA,NA,"41","10.25",4,14,16,7
"Cullin-RING ubiquitin E3 ligase regulation by the COP9 signalosome","Cavadini, Simone; Fischer, Eric S.; Bunker, Richard D.; Potenza, Alessandro; Lingaraju, Gondichatnahalli M.; Goldie, Kenneth N.; Mohamed, Weaam I.; Faty, Mahamadou; Petzold, Georg; Beckwith, Rohan E. J.; Tichkule, Ritesh B.; Hassiepen, Ulrich; Abdulrahman, Wassim; Pantelic, Radosav S.; Matsumoto, Syota; Sugasawa, Kaoru; Stahlberg, Henning; Thomae, Nicolas H.",NA,NA,NA,"NATURE","MAR 31 2016","2016","531","7596",NA,NA,NA,"598","+",NA,"10.1038/nature17416",NA,NA,"41","10.25",5,21,12,3
"The nutrient sensor OGT in PVN neurons regulates feeding","Lagerloef, Olof; Slocomb, Julia E.; Hong, Ingie; Aponte, Yeka; Blackshaw, Seth; Hart, Gerald W.; Huganir, Richard L.",NA,NA,NA,"SCIENCE","MAR 18 2016","2016","351","6279",NA,NA,NA,"1293","1296",NA,"10.1126/science.aad5494",NA,NA,"41","10.25",7,14,12,8
"Non-destructive state detection for quantum logic spectroscopy of molecular ions","Wolf, Fabian; Wan, Yong; Heip, Jan C.; Gebert, Florian; Shi, Chunyan; Schmidt, Piet O.",NA,NA,NA,"NATURE","FEB 25 2016","2016","530","7591",NA,NA,NA,"457","+",NA,"10.1038/nature16513",NA,NA,"41","10.25",9,8,20,4
"Inhibiting fungal multidrug resistance by disrupting an activator-Mediator interaction","Nishikawa, Joy L.; Boeszoermenyi, Andras; Vale-Silva, Luis A.; Torelli, Riccardo; Posteraro, Brunella; Sohn, Yoo-Jin; Ji, Fei; Gelev, Vladimir; Sanglard, Dominique; Sanguinetti, Maurizio; Sadreyev, Ruslan I.; Mukherjee, Goutam; Bhyravabhotla, Jayaram; Buhrlage, Sara J.; Gray, Nathanael S.; Wagner, Gerhard; Naeaer, Anders M.; Arthanari, Haribabu",NA,NA,NA,"NATURE","FEB 25 2016","2016","530","7591",NA,NA,NA,"485","+",NA,"10.1038/nature16963",NA,NA,"41","10.25",8,12,15,6
"Periodic slow slip triggers megathrust zone earthquakes in northeastern Japan","Uchida, Naoki; Iinuma, Takeshi; Nadeau, Robert M.; Buergmann, Roland; Hino, Ryota",NA,NA,NA,"SCIENCE","JAN 29 2016","2016","351","6272",NA,NA,NA,"488","492",NA,"10.1126/science.aad3108",NA,NA,"41","10.25",7,12,20,2
"A prevalence of dynamo-generated magnetic fields in the cores of intermediate-mass stars","Stello, Dennis; Cantiello, Matteo; Fuller, Jim; Huber, Daniel; Garcia, Rafael A.; Bedding, Timothy R.; Bildsten, Lars; Aguirre, Victor Silva",NA,NA,NA,"NATURE","JAN 21 2016","2016","529","7586",NA,NA,NA,"364","+",NA,"10.1038/nature16171",NA,NA,"41","10.25",13,19,7,2
"A phosphoinositide conversion mechanism for exit from endosomes","Ketel, Katharina; Krauss, Michael; Nicot, Anne-Sophie; Puchkov, Dmytro; Wieffer, Marnix; Mueller, Rainer; Subramanian, Devaraj; Schultz, Carsten; Laporte, Jocelyn; Haucke, Volker",NA,NA,NA,"NATURE","JAN 21 2016","2016","529","7586",NA,NA,NA,"408","+",NA,"10.1038/nature16516",NA,NA,"41","10.25",11,14,12,4
"Gain modulation by graphene plasmons in aperiodic lattice lasers","Chakraborty, S.; Marshall, O. P.; Folland, T. G.; Kim, Y. -J.; Grigorenko, A. N.; Novoselov, K. S.",NA,NA,NA,"SCIENCE","JAN 15 2016","2016","351","6270",NA,NA,NA,"246","248",NA,"10.1126/science.aad2930",NA,NA,"41","10.25",15,10,13,3
"Crystal structure of a DNA catalyst","Ponce-Salvatierra, Almudena; Wawrzyniak-Turek, Katarzyna; Steuerwald, Ulrich; Hoebartner, Claudia; Pena, Vladimir",NA,NA,NA,"NATURE","JAN 14 2016","2016","529","7585",NA,NA,NA,"231","U272",NA,"10.1038/nature16471",NA,NA,"41","10.25",11,10,12,8
"Repetitive patterns in rapid optical variations in the nearby black-hole binary V404 Cygni","Kimura, Mariko; Isogai, Keisuke; Kato, Taichi; Ueda, Yoshihiro; Nakahira, Satoshi; Shidatsu, Megumi; Enoto, Teruaki; Hori, Takafumi; Nogami, Daisaku; Littlefield, Colin; Ishioka, Ryoko; Chen, Ying-Tung; King, Sun-Kun; Wen, Chih-Yi; Wang, Shiang-Yu; Lehner, Matthew J.; Schwamb, Megan E.; Wang, Jen-Hung; Zhang, Zhi-Wei; Alcock, Charles; Axelrod, Tim; Bianco, Federica B.; Byun, Yong-Ik; Chen, Wen-Ping; Cook, Kem H.; Kim, Dae-Won; Lee, Typhoon; Marshall, Stuart L.; Pavlenko, Elena P.; Antonyuk, Oksana I.; Antonyuk, Kirill A.; Pit, Nikolai V.; Sosnovskij, Aleksei A.; Babina, Julia V.; Baklanov, Aleksei V.; Pozanenko, Alexei S.; Mazaeva, Elena D.; Schmalz, Sergei E.; Reva, Inna V.; Belan, Sergei P.; Inasaridze, Raguli Ya.; Tungalag, Namkhai; Volnova, Alina A.; Molotov, Igor E.; de Miguel, Enrique; Kasai, Kiyoshi; Stein, William L.; Dubovsky, Pavol A.; Kiyota, Seiichiro; Miller, Ian; Richmond, Michael; Goff, William; Andreev, Maksim V.; Takahashi, Hiromitsu; Kojiguchi, Naoto; Sugiura, Yuki; Takeda, Nao; Yamada, Eiji; Matsumoto, Katsura; James, Nick; Pickard, Roger D.; Tordai, Tamas; Maeda, Yutaka; Ruiz, Javier; Miyashita, Atsushi; Cook, Lewis M.; Imada, Akira; Uemura, Makoto",NA,NA,NA,"NATURE","JAN 7 2016","2016","529","7584",NA,NA,NA,"54","+",NA,"10.1038/nature16452",NA,NA,"41","10.25",9,21,7,4
"Pan-tumor genomic biomarkers for PD-1 checkpoint blockade-based immunotherapy","Cristescu, Razvan; Mogg, Robin; Ayers, Mark; Albright, Andrew; Murphy, Erin; Yearley, Jennifer; Sher, Xinwei; Liu, Xiao Qiao; Lu, Hongchao; Nebozhyn, Michael; Zhang, Chunsheng; Lunceford, Jared; Joe, Andrew; Cheng, Jonathan; Webber, Andrea L.; Ibrahim, Nageatte; Plimack, Elizabeth R.; Ott, Patrick A.; Seiwert, Tanguy; Ribas, Antoni; McClanahan, Terrill K.; Tomassini, Joanne E.; Loboda, Andrey; Kaufman, David",NA,NA,NA,"SCIENCE","OCT 12 2018","2018","362","6411",NA,NA,"SI","197","+","eaar3593","10.1126/science.aar3593",NA,NA,"40","20",0,0,6,34
"Structures of filaments from Pick's disease reveal a novel tau protein fold","Falcon, Benjamin; Zhang, Wenjuan; Murzin, Alexey G.; Murshudov, Garib; Garringer, Holly J.; Vidal, Ruben; Crowther, R. Anthony; Ghetti, Bernardino; Scheres, Sjors H. W.; Goedert, Michel",NA,NA,NA,"NATURE","SEP 6 2018","2018","561","7721",NA,NA,NA,"137","+",NA,"10.1038/s41586-018-0454-y",NA,NA,"40","20",0,0,11,29
"Mediator and RNA polymerase II clusters associate in transcription-dependent condensates","Cho, Won-Ki; Spille, Jan-Hendrik; Hecht, Micca; Lee, Choongman; Li, Charles; Grube, Valentin; Cisse, Ibrahim I.",NA,NA,NA,"SCIENCE","JUL 27 2018","2018","361","6400",NA,NA,"SI","412","415",NA,"10.1126/science.aar4199",NA,NA,"40","20",0,0,16,24
"Structure of the mu-opioid receptor-G(i) protein complex","Koehl, Antoine; Hu, Hongli; Maeda, Shoji; Zhang, Yan; Qu, Qianhui; Paggi, Joseph M.; Latorraca, Naomi R.; Hilger, Daniel; Dawson, Roger; Matile, Hugues; Schertler, Gebhard F. X.; Granier, Sebastien; Weis, William I.; Dror, Ron O.; Manglik, Aashish; Skiniotis, Georgios; Kobilka, Brian K.",NA,NA,NA,"NATURE","JUN 28 2018","2018","558","7711",NA,NA,NA,"547","+",NA,"10.1038/s41586-018-0219-7",NA,NA,"40","20",0,0,9,31
"Printing ferromagnetic domains for untethered fast-transforming soft materials","Kim, Yoonho; Yuk, Hyunwoo; Zhao, Ruike; Chester, Shawn A.; Zhao, Xuanhe",NA,NA,NA,"NATURE","JUN 14 2018","2018","558","7709",NA,NA,NA,"274","+",NA,"10.1038/s41586-018-0185-0",NA,NA,"40","20",0,0,9,31
"Disruption of TET2 promotes the therapeutic efficacy of CD19-targeted T cells","Fraietta, Joseph A.; Nobles, Christopher L.; Sammons, Morgan A.; Lundh, Stefan; Carty, Shannon A.; Reich, Tyler J.; Cogdill, Alexandria P.; Morrissette, Jennifer J. D.; DeNizio, Jamie E.; Reddy, Shantan; Hwang, Young; Gohil, Mercy; Kulikovskaya, Irina; Nazimuddin, Farzana; Gupta, Minnal; Chen, Fang; Everett, John K.; Alexander, Katherine A.; Lin-Shiao, Enrique; Gee, Marvin H.; Liu, Xiaojun; Young, Regina M.; Ambrose, David; Wang, Yan; Xu, Jun; Jordan, Martha S.; Marcucci, Katherine T.; Levine, Bruce L.; Garcia, K. Christopher; Zhao, Yangbing; Kalos, Michael; Porter, David L.; Kohli, Rahul M.; Lacey, Simon F.; Berger, Shelley L.; Bushman, Frederic D.; June, Carl H.; Melenhorst, J. Joseph",NA,NA,NA,"NATURE","JUN 14 2018","2018","558","7709",NA,NA,NA,"307","+",NA,"10.1038/s41586-018-0178-z",NA,NA,"40","20",0,0,18,22
"Equivalent-accuracy accelerated neural-network training using analogue memory","Ambrogio, Stefano; Narayanan, Pritish; Tsai, Hsinyu; Shelby, Robert M.; Boybat, Irem; di Nolfo, Carmelo; Sidler, Severin; Giordano, Massimo; Bodini, Martina; Farinha, Nathan C. P.; Killeen, Benjamin; Cheng, Christina; Jaoudi, Yassine; Burr, Geoffrey W.",NA,NA,NA,"NATURE","JUN 7 2018","2018","558","7708",NA,NA,NA,"60","+",NA,"10.1038/s41586-018-0180-5",NA,NA,"40","20",0,0,22,18
"Single-cell reconstruction of developmental trajectories during zebrafish embryogenesis","Farrell, Jeffrey A.; Wang, Yiqun; Riesenfeld, Samantha J.; Shekhar, Karthik; Regev, Aviv; Schier, Alexander F.",NA,NA,NA,"SCIENCE","JUN 1 2018","2018","360","6392",NA,NA,NA,"979","+","eaar3131","10.1126/science.aar3131",NA,NA,"40","20",0,0,19,21
"Multidimensional quantum entanglement with large-scale integrated optics","Wang, Jianwei; Paesani, Stefano; Ding, Yunhong; Santagati, Raffaele; Skrzypczyk, Paul; Salavrakos, Alexia; Tura, Jordi; Augusiak, Remigiusz; Mancinska, Laura; Bacco, Davide; Bonneau, Damien; Silverstone, Joshua W.; Gong, Qihuang; Acin, Antonio; Rottwitt, Karsten; Oxenlowe, Leif K.; O'Brien, Jeremy L.; Laing, Anthony; Thompson, Mark G.",NA,NA,NA,"SCIENCE","APR 20 2018","2018","360","6386",NA,NA,NA,"285","291",NA,"10.1126/science.aar7053",NA,NA,"40","20",0,0,19,21
"Measurement of the fine-structure constant as a test of the Standard Model","Parker, Richard H.; Yu, Chenghui; Zhong, Weicheng; Estey, Brian; Muller, Holger",NA,NA,NA,"SCIENCE","APR 13 2018","2018","360","6385",NA,NA,NA,"191","+",NA,"10.1126/science.aap7706",NA,NA,"40","20",0,0,18,22
"Astroglial Kir4.1 in the lateral habenula drives neuronal bursts in depression","Cui, Yihui; Yang, Yan; Ni, Zheyi; Dong, Yiyan; Cai, Guohong; Foncelle, Alexandre; Ma, Shuangshuang; Sang, Kangning; Tang, Siyang; Li, Yuezhou; Shen, Ying; Berry, Hugues; Wu, Shengxi; Hu, Hailan",NA,NA,NA,"NATURE","FEB 15 2018","2018","554","7692",NA,NA,NA,"323","+",NA,"10.1038/nature25752",NA,NA,"40","20",0,0,23,17
"Mitochondria-lysosome contacts regulate mitochondrial fission via RAB7 GTP hydrolysis","Wong, Yvette C.; Ysselstein, Daniel; Krainc, Dimitri",NA,NA,NA,"NATURE","FEB 15 2018","2018","554","7692",NA,NA,NA,"382","+",NA,"10.1038/nature25486",NA,NA,"40","20",0,0,19,21
"Metabolic recycling of ammonia via glutamate dehydrogenase supports breast cancer biomass","Spinelli, Jessica B.; Yoon, Haejin; Ringel, Alison E.; Jeanfavre, Sarah; Clish, Clary B.; Haigis, Marcia C.",NA,NA,NA,"SCIENCE","NOV 17 2017","2017","358","6365",NA,NA,NA,"941","946",NA,"10.1126/science.aam9305",NA,NA,"40","13.33",0,2,26,12
"Femtosecond laser reshaping yields gold nanorods with ultranarrow surface plasmon resonances","Gonzalez-Rubio, Guillermo; Diaz-Nunez, Pablo; Rivera, Antonio; Prada, Alejandro; Tardajos, Gloria; Gonzalez-Izquierdo, Jesus; Banares, Luis; Llombart, Pablo; Macdowell, Luis G.; Alcolea Palafox, Mauricio; Liz-Marzan, Luis M.; Pena-Rodriguez, Ovidio; Guerrero-Martinez, Andres",NA,NA,NA,"SCIENCE","NOV 3 2017","2017","358","6363",NA,NA,NA,"640","644",NA,"10.1126/science.aan8478",NA,NA,"40","13.33",0,0,28,12
"Single-molecule imaging reveals receptor-G protein interactions at cell surface hot spots","Sungkaworn, Titiwat; Jobin, Marie-Lise; Burnecki, Krzysztof; Weron, Aleksander; Lohse, Martin J.; Calebiro, Davide",NA,NA,NA,"NATURE","OCT 26 2017","2017","550","7677",NA,NA,NA,"543","+",NA,"10.1038/nature24264",NA,NA,"40","13.33",0,0,18,22
"Highly efficient electrocaloric cooling with electrostatic actuation","Ma, Rujun; Zhang, Ziyang; Tong, Kwing; Huber, David; Kornbluh, Roy; Ju, Yongho Sungtaek; Pei, Qibing",NA,NA,NA,"SCIENCE","SEP 15 2017","2017","357","6356",NA,NA,NA,"1130","+",NA,"10.1126/science.aan5980",NA,NA,"40","13.33",0,1,26,13
"Control and local measurement of the spin chemical potential in a magnetic insulator","Du, Chunhui; van der Sar, Toeno; Zhou, Tony X.; Upadhyaya, Pramey; Casola, Francesco; Zhang, Huiliang; Onbasli, Mehmet C.; Ross, Caroline A.; Walsworth, Ronald L.; Tserkovnyak, Yaroslav; Yacoby, Amir",NA,NA,NA,"SCIENCE","JUL 14 2017","2017","357","6347",NA,NA,"SI","195","198",NA,"10.1126/science.aak9611",NA,NA,"40","13.33",0,5,27,8
"Quantum sensing with arbitrary frequency resolution","Boss, J. M.; Cujia, K. S.; Zopes, J.; Degen, C. L.",NA,NA,NA,"SCIENCE","MAY 26 2017","2017","356","6340",NA,NA,NA,"837","840",NA,"10.1126/science.aam7009",NA,NA,"40","13.33",0,3,27,10
"Coupling between distant biofilms and emergence of nutrient time-sharing","Liu, Jintao; Martinez-Corral, Rosa; Prindle, Arthur; Lee, Dong-Yeon D.; Larkin, Joseph; Gabalda-Sagarra, Marcal; Garcia-Ojalvo, Jordi; Suel, Gurol M.",NA,NA,NA,"SCIENCE","MAY 12 2017","2017","356","6338",NA,NA,NA,"638","641",NA,"10.1126/science.aah4204",NA,NA,"40","13.33",0,4,26,10
"Frequency of extreme Sahelian storms tripled since 1982 in satellite observations","Taylor, Christopher M.; Belusic, Danijel; Guichard, Francoise; Arker, Douglas J. P.; Vischel, Theo; Bock, Olivier; Harris, Phil P.; Janicot, Serge; Klein, Cornelia; Panthou, Geremy",NA,NA,NA,"NATURE","APR 27 2017","2017","544","7651",NA,NA,NA,"475","+",NA,"10.1038/nature22069",NA,NA,"40","13.33",0,4,23,13
"Postsynaptic synaptotagmins mediate AMPA receptor exocytosis during LTP","Wu, Dick; Bacaj, Taulant; Morishita, Wade; Goswami, Debanjan; Arendt, Kristin L.; Xu, Wei; Chen, Lu; Malenka, Robert C.; Sudhof, Thomas C.",NA,NA,NA,"NATURE","APR 20 2017","2017","544","7650",NA,NA,NA,"316","+",NA,"10.1038/nature21720",NA,NA,"40","13.33",0,10,17,13
"SZT2 dictates GATOR control of mTORC1 signalling","Peng, Min; Yin, Na; Li, Ming O.",NA,NA,NA,"NATURE","MAR 16 2017","2017","543","7645",NA,NA,NA,"433","+",NA,"10.1038/nature21378",NA,NA,"40","13.33",0,10,18,12
"Lipid transport by TMEM24 at ER-plasma membrane contacts regulates pulsatile insulin secretion","Lees, Joshua A.; Messa, Mirko; Sun, Elizabeth Wen; Wheeler, Heather; Torta, Federico; Wenk, Markus R.; De Camilli, Pietro; Reinisch, Karin M.",NA,NA,NA,"SCIENCE","FEB 17 2017","2017","355","6326",NA,NA,NA,NA,NA,"eaah6171","10.1126/science.aah6171",NA,NA,"40","13.33",0,9,21,10
"Photovoltage field-effect transistors","Adinolfi, Valerio; Sargent, Edward H.",NA,NA,NA,"NATURE","FEB 16 2017","2017","542","7641",NA,NA,NA,"324","+",NA,"10.1038/nature21050",NA,NA,"40","13.33",0,10,24,6
"An N-end rule pathway that recognizes proline and destroys gluconeogenic enzymes","Chen, Shun-Jia; Wu, Xia; Wadas, Brandon; Oh, Jang-Hyun; Varshavsky, Alexander",NA,NA,NA,"SCIENCE","JAN 27 2017","2017","355","6323",NA,NA,NA,NA,NA,"eaal3655","10.1126/science.aal3655",NA,NA,"40","13.33",0,8,26,6
"Engineering extrinsic disorder to control protein activity in living cells","Dagliyan, Onur; Tarnawski, Miroslaw; Chu, Pei-Hsuan; Shirvanyants, David; Schlichting, Ilme; Dokholyan, Nikolay V.; Hahn, Klaus M.",NA,NA,NA,"SCIENCE","DEC 16 2016","2016","354","6318",NA,NA,NA,"1441","1444",NA,"10.1126/science.aah3404",NA,NA,"40","10",0,10,25,5
"Neuromodulators signal through astrocytes to alter neural circuit activity and behaviour","Ma, Zhiguo; Stork, Tobias; Bergles, Dwight E.; Freeman, Marc R.",NA,NA,NA,"NATURE","NOV 17 2016","2016","539","7629",NA,NA,NA,"428","432",NA,"10.1038/nature20145",NA,NA,"40","10",0,17,15,8
"Cultural innovation and megafauna interaction in the early settlement of arid Australia","Hamm, Giles; Mitchell, Peter; Arnold, Lee J.; Prideaux, Gavin J.; Questiaux, Daniele; Spooner, Nigel A.; Levchenko, Vladimir A.; Foley, Elizabeth C.; Worthy, Trevor H.; Stephenson, Birgitta; Coulthard, Vincent; Coulthard, Clifford; Wilton, Sophia; Johnston, Duncan",NA,NA,NA,"NATURE","NOV 10 2016","2016","539","7628",NA,NA,NA,"280","+",NA,"10.1038/nature20125",NA,NA,"40","10",0,16,17,7
"Injury-induced ctgfa directs glial bridging and spinal cord regeneration in zebrafish","Mokalled, Mayssa H.; Patra, Chinmoy; Dickson, Amy L.; Endo, Toyokazu; Stainier, Didier Y. R.; Poss, Kenneth D.",NA,NA,NA,"SCIENCE","NOV 4 2016","2016","354","6312",NA,NA,NA,"630","634",NA,"10.1126/science.aaf2679",NA,NA,"40","10",1,13,18,8
"Exploring genetic suppression interactions on a global scale","van Leeuwen, Jolanda; Pons, Carles; Mellor, Joseph C.; Yamaguchi, Takafumi N.; Friesen, Helena; Koschwanez, John; Usaj, Mojca Mattiazzi; Pechlaner, Maria; Takar, Mehmet; Usaj, Matej; VanderSluis, Benjamin; Andrusiak, Kerry; Bansal, Pritpal; Baryshnikova, Anastasia; Boone, Claire E.; Cao, Jessica; Cote, Atina; Gebbia, Marinella; Horecka, Gene; Horecka, Ira; Kuzmin, Elena; Legro, Nicole; Liang, Wendy; van Lieshout, Natascha; McNee, Margaret; Luis, Bryan-Joseph San; Shaeri, Fatemeh; Shuteriqi, Ermira; Sun, Song; Yang, Lu; Youn, Ji-Young; Yuen, Michael; Costanzo, Michael; Gingras, Anne-Claude; Aloy, Patrick; Oostenbrink, Chris; Murray, Andrew; Graham, Todd R.; Myers, Chad L.; Andrews, Brenda J.; Roth, Frederick P.; Boone, Charles",NA,NA,NA,"SCIENCE","NOV 4 2016","2016","354","6312",NA,NA,NA,NA,NA,"aag0839","10.1126/science.aag0839",NA,NA,"40","10",0,13,16,11
"1970s and 'Patient 0' HIV-1 genomes illuminate early HIV/AIDS history in North America","Worobey, Michael; Watts, Thomas D.; McKay, Richard A.; Suchard, Marc A.; Granade, Timothy; Teuwen, Dirk E.; Koblin, Beryl A.; Heneine, Walid; Lemey, Philippe; Jaffe, Harold W.",NA,NA,NA,"NATURE","NOV 3 2016","2016","539","7627",NA,NA,NA,"98","+",NA,"10.1038/nature19827",NA,NA,"40","10",0,20,14,6
"Climate change: The 2015 Paris Agreement thresholds and Mediterranean basin ecosystems","Guiot, Joel; Cramer, Wolfgang",NA,NA,NA,"SCIENCE","OCT 28 2016","2016","354","6311",NA,NA,NA,"465","468",NA,"10.1126/science.aah5015",NA,NA,"40","10",1,7,22,10
"Atom-at-a-time laser resonance ionization spectroscopy of nobelium","Laatiaoui, Mustapha; Lauth, Werner; Backe, Hartmut; Block, Michael; Ackermann, Dieter; Cheal, Bradley; Chhetri, Premaditya; Duellmann, Christoph Emanuel; Van Duppen, Piet; Even, Julia; Ferrer, Rafael; Giacoppo, Francesca; Goetz, Stefan; Hessberger, Fritz Peter; Huyse, Mark; Kaleja, Oliver; Khuyagbaatar, Jadambaa; Kunz, Peter; Lautenschlaeger, Felix; Mistry, Andrew Kishor; Raeder, Sebastian; Minaya Ramirez, Enrique; Walther, Thomas; Wraith, Calvin; Yakushev, Alexander",NA,NA,NA,"NATURE","OCT 27 2016","2016","538","7626",NA,NA,NA,"495","+",NA,"10.1038/nature19345",NA,NA,"40","10",2,12,17,9
"TET-mediated DNA demethylation controls gastrulation by regulating Lefty-Nodal signalling","Dai, Hai-Qiang; Wang, Bang-An; Yang, Lu; Chen, Jia-Jia; Zhu, Guo-Chun; Sun, Mei-Ling; Ge, Hao; Wang, Rui; Hapman, Deborah L. C.; Tang, Fuchou; Sun, Xin; Xu, Guo-Liang",NA,NA,NA,"NATURE","OCT 27 2016","2016","538","7626",NA,NA,NA,"528","+",NA,"10.1038/nature20095",NA,NA,"40","10",1,17,16,6
"Network science on belief system dynamics under logic constraints","Friedkin, Noah E.; Proskurnikov, Anton V.; Tempo, Roberto; Parsegov, Sergey E.",NA,NA,NA,"SCIENCE","OCT 21 2016","2016","354","6310",NA,NA,NA,"321","+",NA,"10.1126/science.aag2624",NA,NA,"40","10",2,14,14,10
"Virulence factors enhance Citrobacter rodentium expansion through aerobic respiration","Lopez, Christopher A.; Miller, Brittany M.; Rivera-Chavez, Fabian; Velazquez, Eric M.; Byndloss, Mariana X.; Chavez-Arroyo, Alfredo; Lokken, Kristen L.; Tsolis, Renee M.; Winter, Sebastian E.; Baumler, Andreas J.",NA,NA,NA,"SCIENCE","SEP 16 2016","2016","353","6305",NA,NA,NA,"1249","1253",NA,"10.1126/science.aag3042",NA,NA,"40","10",3,14,15,8
"pVHL suppresses kinase activity of Akt in a proline-hydroxylation-dependent manner","Guo, Jianping; Chakraborty, Abhishek A.; Liu, Pengda; Gan, Wenjian; Zheng, Xingnan; Inuzuka, Hiroyuki; Wang, Bin; Zhang, Jinfang; Zhang, Linli; Yuan, Min; Novak, Jesse; Cheng, Jin Q.; Toker, Alex; Signoretti, Sabina; Zhang, Qing; Asara, John M.; Kaelin, William G.; Wei, Wenyi",NA,NA,NA,"SCIENCE","AUG 26 2016","2016","353","6302",NA,NA,NA,"929","932",NA,"10.1126/science.aad5755",NA,NA,"40","10",3,9,19,9
"Thalamic reticular impairment underlies attention deficit in Ptchd1(Y/-) mice","Wells, Michael F.; Wimmer, Ralf D.; Schmitt, L. Ian; Feng, Guoping; Halassa, Michael M.",NA,NA,NA,"NATURE","APR 7 2016","2016","532","7597",NA,NA,NA,"58","+",NA,"10.1038/nature17427",NA,NA,"40","10",3,19,12,6
